日期_Date,市场溢酬因子__流通市值加权_Rmrf_tmv,市值因子__流通市值加权_Smb_tmv,账面市值比因子__流通市值加权_Hml_tmv
2021/11/30,0.0263,-0.0511,-0.0737
2021/12/31,0.0207,0.0314,0.0495
2010/1/29,-0.0651,0.0652,-0.0267
2010/2/26,0.0486,0.0286,0.0126
2010/3/31,0.0228,0.0367,-0.0092
2010/4/30,-0.078,0.006,-0.0255
2010/5/31,-0.0741,0.0027,-0.0442
2010/6/30,-0.0899,0.0015,0.0016
2010/7/30,0.1495,0.0054,0.0085
2010/8/31,0.0868,0.0412,-0.0461
2010/9/30,0.0086,-0.0159,-0.0256
2010/10/29,0.1151,-0.0372,0.0311
2010/11/30,-0.0143,0.0569,-0.008
2010/12/31,-0.0129,-0.0126,0.0126
2011/1/31,-0.0693,-0.0113,0.0323
2011/2/28,0.0879,0.0264,-0.0062
2011/3/31,-0.0302,0.0247,0.0046
2011/4/29,-0.0401,-0.0051,0.0191
2011/5/31,-0.0745,-0.0082,-0.0189
2011/6/30,0.037,0.0198,-0.0109
2011/7/29,0.0086,0.0135,-0.0366
2011/8/31,-0.0407,0.0181,-0.0155
2011/9/30,-0.1231,-0.005,0.0079
2011/10/31,0.0275,0.0133,0.0173
2011/11/30,-0.0521,0.0103,-0.0365
2011/12/30,-0.1322,-0.0476,0.041
2012/1/31,-0.0073,-0.0324,0.0098
2012/2/29,0.1116,0.0282,-0.0031
2012/3/30,-0.0735,0.0144,0.0107
2012/4/27,0.0554,-0.0107,0.0097
2012/5/31,0.0214,-0.0033,0.0083
2012/6/29,-0.0567,0.0007,-0.01
2012/7/31,-0.0755,-0.0337,-0.0079
2012/8/31,-0.0232,0.0741,-0.0143
2012/9/28,0.0211,-0.0228,-0.0175
2012/10/31,-0.0131,0.0089,0.0146
2012/11/30,-0.1094,-0.0356,0.0361
2012/12/31,0.1614,-0.0071,0.0205
2013/1/31,0.0601,0.0194,-0.003
2013/2/28,0.026,0.0302,-0.0114
2013/3/29,-0.0445,0.0237,-0.024
2013/4/26,-0.0195,-0.0099,0.0248
2013/5/31,0.1275,0.0484,-0.0125
2013/6/28,-0.1504,0.0151,-0.0066
2013/7/31,0.0548,0.0423,-0.0072
2013/8/30,0.0576,0.0177,-0.0051
2013/9/30,0.0577,-0.0014,0.016
2013/10/31,-0.0397,0.0072,0.0127
2013/11/29,0.0593,0.0516,0.034
2013/12/31,-0.0335,0.0033,0.0139
2014/1/30,0.0136,0.0616,0.0232
2014/2/28,0.0035,0.0404,0.005
2014/3/31,-0.0498,-0.0023,0.0031
2014/4/30,-0.0166,0.0021,-0.0226
2014/5/30,0.0218,0.0221,0.003
2014/6/30,0.0352,0.0356,0.0077
2014/7/31,0.0604,-0.0024,0.0484
2014/8/29,0.0426,0.0429,-0.0145
2014/9/30,0.1007,0.0849,-0.0088
2014/10/31,0.009,0.0014,0.0082
2014/11/28,0.0506,0.0057,0.0305
2014/12/31,0.0004,-0.124,0.0872
2015/1/30,0.0669,0.0225,-0.0752
2015/2/27,0.0799,0.0193,-0.025
2015/3/31,0.2082,0.0749,-0.0004
2015/4/30,0.1579,0.0412,-0.0244
2015/5/29,0.2328,0.1486,-0.085
2015/6/30,-0.1237,-0.0427,0.0831
2015/7/31,-0.1707,-0.0376,-0.0219
2015/8/31,-0.1788,0.0299,0.0167
2015/9/30,-0.0561,0.0308,-0.0681
2015/10/30,0.1964,0.0825,-0.0515
2015/11/30,0.0826,0.1027,-0.0203
2015/12/31,0.0573,0.0422,0.0157
2016/1/29,-0.2929,-0.0235,0.0098
2016/2/29,-0.0349,0.0004,0.0252
2016/3/31,0.1805,0.0427,-0.0365
2016/4/29,-0.0221,0.0284,0.0059
2016/5/31,-0.0048,-0.027,0.0003
2016/6/30,0.0519,0.0379,-0.0093
2016/7/29,-0.0197,0.0013,0.0372
2016/8/31,0.0458,0.0217,0.0208
2016/9/30,-0.0167,0.0329,0.0119
2016/10/31,0.0235,0.0329,0.0119
2016/11/30,0.0237,0.0078,0.0269
2016/12/30,-0.0654,0.0385,0.0123
2017/1/26,-0.0227,-0.0183,0.0317
2017/2/28,0.0337,0.0005,0.0042
2017/3/31,-0.0092,-0.0284,0.016
2017/4/28,-0.0395,-0.0425,0.0366
2017/5/31,-0.0532,-0.0402,0.0065
2017/6/30,0.055,-0.0355,0.026
2017/7/31,-0.0091,-0.0067,0.0386
2017/8/31,0.029,0.002,-0.0238
2017/9/29,0.0201,-0.0061,-0.0036
2017/10/31,0.0047,-0.0568,-0.002
2017/11/30,-0.0514,-0.0329,0.0147
2017/12/29,-0.0029,-0.0303,0.007
2018/1/31,-0.0087,-0.0549,0.0485
2018/2/28,-0.0419,-0.0178,-0.0163
2018/3/30,0.014,0.0503,-0.0404
2018/4/27,-0.0481,0.0061,-0.0035
2018/5/31,-0.0095,-0.029,-0.0078
2018/6/29,-0.0996,-0.0189,0.0063
2018/7/31,-0.0198,0.0263,0.0081
2018/8/31,-0.0814,0.004,0.0259
2018/9/28,-0.009,0.0038,0.0121
2018/10/31,-0.1125,0.0194,0.0227
2018/11/30,0.0366,0.0409,-0.0219
2018/12/28,-0.0578,0.0105,0.0101
2019/1/31,0.0094,-0.042,0.0109
2019/2/28,0.209,0.0386,-0.0368
2019/3/29,0.0977,0.019,-0.0044
2019/4/30,-0.0314,-0.0024,0.0116
2019/5/31,-0.0701,0.0203,-0.0021
2019/6/28,0.0172,-0.0338,-0.0247
2019/7/31,0.0025,-0.0284,-0.0081
2019/8/30,-0.0015,-0.007,-0.0403
2019/9/30,0.0077,0.009,-0.0024
2019/10/31,0.0123,-0.0104,-0.0255
2019/11/29,-0.0157,-0.0168,0.0102
2019/12/31,0.0826,-0.004,0.0016
2020/1/23,0.0163,-0.0088,-0.0232
2020/2/28,0.0231,-0.02,-0.0166
2020/3/31,-0.0796,0.0325,0.0171
2020/4/30,0.0575,-0.0523,-0.026
2020/5/29,0.0091,0.01,-0.0123
2020/6/30,0.1054,-0.0199,-0.0487
2020/7/31,0.1434,0.0079,0.0049
2020/8/31,0.0163,0.0344,-0.0106
2020/9/30,-0.0668,0.0102,0.0086
2020/10/30,0.0178,0.0159,-0.0293
2020/11/30,0.02,-0.0296,0.0573
2020/12/31,0.0272,-0.0866,-0.0208
2021/1/29,-0.0014,-0.0967,-0.0089
2021/2/26,-0.0123,0.04,0.038
2021/3/31,-0.0364,0.0591,0.0376
2021/4/30,0.0344,-0.0152,-0.037
2021/5/31,0.0462,0.0404,-0.0115
2021/6/30,0.017,0.0225,-0.0247
2021/7/30,-0.0279,0.0404,-0.0103
2021/8/31,0.021,0.0313,0.0884
2021/9/30,-0.0153,-0.0125,0.0134
2021/10/29,0.0035,-0.0105,-0.0675
2021/11/30,0.0465,0.0879,-0.0184
2021/12/31,0.0048,0.0085,0.0512
2010/1/29,-0.0648,0.0605,-0.0281
2010/2/26,0.0477,0.028,0.0068
2010/3/31,0.0232,0.0331,-0.0097
2010/4/30,-0.0772,0.0056,-0.0204
2010/5/31,-0.0744,-0.0003,-0.0405
2010/6/30,-0.0873,0.0041,0.0035
2010/7/30,0.1497,0.0032,0.001
2010/8/31,0.0857,0.0393,-0.044
2010/9/30,0.0109,-0.0124,-0.014
2010/10/29,0.1148,-0.0366,0.0266
2010/11/30,-0.015,0.0578,-0.0102
2010/12/31,-0.0123,-0.0125,0.0035
2011/1/31,-0.0677,-0.0131,0.043
2011/2/28,0.0854,0.0293,-0.0262
2011/3/31,-0.0297,0.0256,0.003
2011/4/29,-0.0398,-0.0082,0.0198
2011/5/31,-0.0744,-0.0077,-0.0201
2011/6/30,0.0355,0.0201,-0.0129
2011/7/29,0.0087,0.015,-0.0376
2011/8/31,-0.0414,0.0152,-0.0199
2011/9/30,-0.1242,-0.0001,0.0035
2011/10/31,0.0286,0.0098,0.0197
2011/11/30,-0.0523,0.0124,-0.035
2011/12/30,-0.1305,-0.0451,0.0545
2012/1/31,-0.0066,-0.0219,0.0149
2012/2/29,0.1118,0.028,-0.0033
2012/3/30,-0.0729,0.0136,0.0139
2012/4/27,0.0552,-0.0109,0.0129
2012/5/31,0.0204,-0.0017,0.007
2012/6/29,-0.0564,-0.0052,-0.0076
2012/7/31,-0.076,-0.0385,-0.0144
2012/8/31,-0.0227,0.0757,-0.0034
2012/9/28,0.0208,-0.0197,-0.0166
2012/10/31,-0.0124,0.0113,0.0146
2012/11/30,-0.1072,-0.0351,0.0458
2012/12/31,0.1617,-0.0068,0.0203
2013/1/31,0.0627,0.02,0.0129
2013/2/28,0.0249,0.0307,-0.0154
2013/3/29,-0.0449,0.0246,-0.0276
2013/4/26,-0.0188,-0.0089,0.0252
2013/5/31,0.1267,0.0448,-0.0154
2013/6/28,-0.15,0.0144,-0.0047
2013/7/31,0.0539,0.0423,-0.0055
2013/8/30,0.0575,0.0176,-0.007
2013/9/30,0.0571,0.0014,0.0106
2013/10/31,-0.0392,0.0063,0.012
2013/11/29,0.0593,0.0474,0.0357
2013/12/31,-0.0333,0.0029,0.0138
2014/1/30,0.013,0.0652,0.018
2014/2/28,0.0031,0.0447,-0.004
2014/3/31,-0.0495,-0.0039,0.0066
2014/4/30,-0.0164,-0.0019,-0.0164
2014/5/30,0.0211,0.0243,-0.0019
2014/6/30,0.0353,0.0349,0.0088
2014/7/31,0.0608,-0.0051,0.0515
2014/8/29,0.0423,0.0446,-0.0166
2014/9/30,0.1001,0.0843,-0.0136
2014/10/31,0.0089,0.0007,0.0088
2014/11/28,0.0502,0.0057,0.0279
2014/12/31,0.0007,-0.1223,0.0908
2015/1/30,0.0667,0.0238,-0.0787
2015/2/27,0.0795,0.021,-0.0304
2015/3/31,0.207,0.0719,-0.0013
2015/4/30,0.1583,0.0387,-0.0202
2015/5/29,0.232,0.1546,-0.0975
2015/6/30,-0.1234,-0.0454,0.0853
2015/7/31,-0.1708,-0.0363,-0.03
2015/8/31,-0.1788,0.0308,0.0208
2015/9/30,-0.0559,0.0309,-0.0762
2015/10/30,0.1958,0.0822,-0.0592
2015/11/30,0.0824,0.1036,-0.022
2015/12/31,0.0575,0.0403,0.0158
2016/1/29,-0.2922,-0.0189,0.0115
2016/2/29,-0.035,0.0002,0.0202
2016/3/31,0.1796,0.0405,-0.0363
2016/4/29,-0.022,0.0284,0.0054
2016/5/31,-0.0051,-0.0277,0.0001
2016/6/30,0.0518,0.0359,-0.008
2016/7/29,-0.0194,0.0027,0.0394
2016/8/31,0.0456,0.0195,0.019
2016/9/30,-0.0166,0.0334,0.0143
2016/10/31,0.0233,0.032,0.0077
2016/11/30,0.0236,0.0052,0.0258
2016/12/30,-0.0653,0.0388,0.0105
2017/1/26,-0.0227,-0.0202,0.0309
2017/2/28,0.0337,0.0023,0.0031
2017/3/31,-0.0092,-0.0271,0.0183
2017/4/28,-0.0394,-0.041,0.0368
2017/5/31,-0.0531,-0.0403,0.0062
2017/6/30,0.055,-0.0345,0.0279
2017/7/31,-0.0089,-0.006,0.0393
2017/8/31,0.0286,0.0007,-0.0251
2017/9/29,0.0202,-0.0042,-0.0022
2017/10/31,0.0047,-0.0557,0.0001
2017/11/30,-0.0516,-0.0326,0.0176
2017/12/29,-0.0027,-0.0296,0.0091
2018/1/31,-0.0085,-0.0542,0.0518
2018/2/28,-0.0419,-0.0195,-0.0143
2018/3/30,0.0138,0.0495,-0.0408
2018/4/27,-0.0482,0.007,-0.0048
2018/5/31,-0.0094,-0.026,-0.0079
2018/6/29,-0.0993,-0.0169,0.0087
2018/7/31,-0.0198,0.0265,0.0123
2018/8/31,-0.0813,0.0046,0.0264
2018/9/28,-0.009,0.0047,0.0107
2018/10/31,-0.1125,0.0183,0.022
2018/11/30,0.0363,0.0392,-0.0242
2018/12/28,-0.0577,0.0111,0.0107
2019/1/31,0.0095,-0.0428,0.013
2019/2/28,0.2087,0.0388,-0.0408
2019/3/29,0.0975,0.0187,-0.0044
2019/4/30,-0.0314,-0.0026,0.0082
2019/5/31,-0.0701,0.0202,-0.0033
2019/6/28,0.0172,-0.0331,-0.023
2019/7/31,0.0025,-0.0269,-0.0073
2019/8/30,-0.0016,-0.0077,-0.0417
2019/9/30,0.0077,0.0078,-0.0036
2019/10/31,0.0121,-0.0108,-0.0269
2019/11/29,-0.0157,-0.0151,0.0123
2019/12/31,0.0826,-0.0038,0.0032
2020/1/23,0.0163,-0.0074,-0.0233
2020/2/28,0.0229,-0.0218,-0.0177
2020/3/31,-0.0797,0.0314,0.0153
2020/4/30,0.0574,-0.0518,-0.0242
2020/5/29,0.0091,0.0101,-0.0146
2020/6/30,0.1052,-0.0181,-0.0478
2020/7/31,0.1433,0.0077,-0.0008
2020/8/31,0.0164,0.0336,-0.0103
2020/9/30,-0.0667,0.0111,0.0085
2020/10/30,0.0178,0.0171,-0.0273
2020/11/30,0.0201,-0.0293,0.0608
2020/12/31,0.0273,-0.0854,-0.0204
2021/1/29,-0.0014,-0.0962,-0.008
2021/2/26,-0.0122,0.0409,0.0399
2021/3/31,-0.0363,0.058,0.0384
2021/4/30,0.0343,-0.0155,-0.0365
2021/5/31,0.0461,0.0416,-0.0114
2021/6/30,0.0171,0.0228,-0.0249
2021/7/30,-0.0278,0.0404,-0.0118
2021/8/31,0.021,0.0308,0.0852
2021/9/30,-0.0153,-0.0113,0.0176
2021/10/29,0.0034,-0.0079,-0.0727
2021/11/30,0.0465,0.0892,-0.0214
2021/12/31,0.0048,0.0047,0.058
2010/1/29,-0.0553,-0.0131,-0.1159
2010/2/26,0.0158,0.0472,0.0576
2010/3/31,0.0418,-0.0295,0.0212
2010/4/30,-0.0444,-0.0049,-0.0892
2010/5/31,-0.0845,-0.0543,-0.049
2010/6/30,0.0198,-0.0682,-0.0287
2010/7/30,0.158,-0.0184,0.0558
2010/8/31,0.045,0.0729,-0.0489
2010/9/30,0.1066,-0.0185,-0.1465
2010/10/29,0.1061,0.0062,0.0227
2010/11/30,-0.0423,0.0305,0.0883
2010/12/31,0.0146,0.0178,-0.0058
2011/1/31,0.0021,0.0119,0.0022
2011/2/28,-0.0179,0.0514,0.0274
2011/3/31,-0.0049,-0.047,0.0522
2011/4/29,-0.0254,-0.0961,-0.0344
2011/5/31,-0.0701,0.026,-0.0344
2011/6/30,-0.0375,0.0233,0.0032
2011/7/29,0.0104,0.0483,-0.0852
2011/8/31,-0.0791,-0.0008,-0.0138
2011/9/30,-0.1922,0.0706,-0.049
2011/10/31,0.1041,-0.0911,0.0939
2011/11/30,-0.0687,0.0001,-0.0677
2011/12/30,-0.0168,-0.0991,0.0977
2012/1/31,0.0377,-0.0225,0.0063
2012/2/29,0.1231,0.0172,0.0204
2012/3/30,-0.0429,-0.0086,-0.0165
2012/4/27,0.0452,0.0802,-0.0115
2012/5/31,-0.0355,0.0339,0.0236
2012/6/29,-0.0377,-0.0243,0.0231
2012/7/31,-0.104,-0.1618,0.0758
2012/8/31,0.0117,0.1134,0.0142
2012/9/28,-0.0009,0.032,0.0141
2012/10/31,0.0299,-0.0183,0.0315
2012/11/30,0.0256,-0.0717,0.0577
2012/12/31,0.1781,0.0316,-0.0252
2013/1/31,0.2251,-0.0374,0.1059
2013/2/28,-0.0355,0.0311,0.0085
2013/3/29,-0.0663,0.0074,0.0337
2013/4/26,0.0216,-0.0211,0.039
2013/5/31,0.0789,-0.0136,-0.105
2013/6/28,-0.1214,-0.0003,-0.0004
2013/7/31,-0.0038,0.0316,0.02
2013/8/30,0.0514,0.01,0.0291
2013/9/30,0.0095,-0.0267,-0.0558
2013/10/31,-0.0015,-0.0395,0.0071
2013/11/29,0.0583,-0.0593,-0.0334
2013/12/31,-0.0193,0.0389,-0.0399
2014/1/30,-0.0261,0.0497,0.0082
2014/2/28,-0.0286,0.02,0.0231
2014/3/31,-0.0165,0.0101,0.0348
2014/4/30,0.0056,-0.0173,-0.0519
2014/5/30,-0.0356,0.0267,0.0054
2014/6/30,0.043,-0.0415,-0.0254
2014/7/31,0.0948,-0.0519,0.0009
2014/8/29,0.0147,0.0284,0.0176
2014/9/30,0.0392,0.0594,-0.0033
2014/10/31,-0.0055,0.0094,-0.0333
2014/11/28,0.0084,0.019,0.034
2014/12/31,0.0375,-0.0655,0.0798
2015/1/30,0.0367,-0.0195,-0.0966
2015/2/27,0.0318,-0.0042,-0.0054
2015/3/31,0.0436,0.0594,-0.0064
2015/4/30,0.2298,0.0202,0.0088
2015/5/29,0.0896,0.2888,-0.0891
2015/6/30,-0.0633,-0.0465,0.0244
2015/7/31,-0.1963,-0.0066,0.0432
2015/8/31,-0.1775,0.0585,0.0466
2015/9/30,-0.0201,0.0593,-0.1688
2015/10/30,0.1053,0.1052,-0.0689
2015/11/30,0.0421,0.0515,-0.0199
2015/12/31,0.0945,0.042,-0.1071
2016/1/29,-0.1426,-0.003,0.0077
2016/2/29,-0.0537,-0.0018,0.0264
2016/3/31,0.0467,0.0583,0.0053
2016/4/29,-0.0158,-0.0241,0.0177
2016/5/31,-0.0591,0.0143,0.0462
2016/6/30,0.0277,0.0116,-0.0451
2016/7/29,0.0429,-0.0271,0.0447
2016/8/31,0.0136,0.0082,0.0259
2016/9/30,0.0184,-0.0019,0.0318
2016/10/31,-0.0242,-0.0141,0.0301
2016/11/30,-0.0019,-0.035,0.0283
2016/12/30,-0.0342,0.0036,0.0015
2017/1/26,-0.0153,-0.0243,0.012
2017/2/28,0.0283,-0.0372,0.0346
2017/3/31,-0.0119,-0.0413,0.0238
2017/4/28,-0.0239,-0.0387,0.0634
2017/5/31,-0.0376,-0.0609,0.0768
2017/6/30,0.0642,0.0138,0.0212
2017/7/31,0.0252,-0.0214,0.0076
2017/8/31,-0.0317,0.0068,0.0475
2017/9/29,0.0383,-0.0079,-0.0114
2017/10/31,0.0132,-0.0404,0.0459
2017/11/30,-0.0853,0.0032,-0.0425
2017/12/29,0.0376,-0.0449,0.0548
2018/1/31,0.0266,-0.0622,0.0136
2018/2/28,-0.0338,-0.0012,0.0227
2018/3/30,-0.0121,0.0096,-0.0395
2018/4/27,-0.0722,-0.0297,-0.0593
2018/5/31,0.0142,-0.0528,0.025
2018/6/29,-0.0373,-0.0113,0.0112
2018/7/31,-0.0055,-0.0004,0.0198
2018/8/31,-0.0636,-0.0243,-0.015
2018/9/28,-0.0219,0,-0.0273
2018/10/31,-0.1109,0.0189,-0.0309
2018/11/30,-0.0161,0.062,-0.0312
2018/12/28,-0.0283,-0.0078,-0.012
2019/1/31,0.0213,-0.0651,0.0143
2019/2/28,0.1509,0.0026,0.0223
2019/3/29,0.0478,0.0135,-0.0538
2019/4/30,-0.0263,0.0359,0.034
2019/5/31,-0.0725,0.0134,0.0033
2019/6/28,0.0206,0.0096,-0.0183
2019/7/31,0.0049,-0.0298,0.0497
2019/8/30,-0.0365,0.016,0.0142
2019/9/30,0.0037,-0.0241,-0.0159
2019/10/31,-0.0491,0.0202,-0.0037
2019/11/29,-0.0158,-0.0142,0.0578
2019/12/31,0.0813,-0.0583,0.0156
2020/1/23,0.0079,-0.0033,-0.0104
2020/2/28,-0.0535,-0.0322,0.0122
2020/3/31,-0.1224,0.0762,0.0412
2020/4/30,0.025,-0.0652,0.0506
2020/5/29,0.0188,0.0008,0.0175
2020/6/30,0.0222,-0.0064,0.0534
2020/7/31,0.063,0.0939,0.021
2020/8/31,0.0312,-0.0246,0.0474
2020/9/30,-0.0284,0.0209,-0.0673
2020/10/30,0,-0.0482,-0.0087
2020/11/30,0.0996,-0.0397,0.0097
2020/12/31,0.0494,-0.0403,-0.0617
2021/1/29,-0.0206,-0.0316,0.0522
2021/2/26,0.0289,-0.0394,0.1112
2021/3/31,0.0271,-0.0153,-0.0244
2021/4/30,0.0084,-0.0378,0.0256
2021/5/31,0.0114,-0.0297,0.0321
2021/6/30,0.0264,0.0297,-0.0661
2021/7/30,0.0004,0.0056,-0.0146
2021/8/31,0.0023,-0.0214,-0.0133
2021/9/30,-0.017,0.0437,-0.0075
2021/10/29,-0.0204,0.0026,0.011
2021/11/30,0.0079,-0.0082,0.0058
2021/12/31,0.0001,0.0525,0.0061
